,name,unit,error,file_name,true_unit
465,Система автоматизированная информационно-измерительная коммерческого (АИИС КУЭ) Юго-Восточной учета электроэнергии (АИИС КУЭ) тяговых подстанций Юго-Восточной ЖД - «Российские Дороги» - филиала ОАО «Российские Железные Дороги» в границах Белгородской области,,"Основная относительная погрешность ИК, (±δ), % 1,5",2013-55732-13.pdf,
466,"Система автоматизированная информационно-измерительная коммерческого учета электрической энергии ПС 220 кВ ""Люторичи"" - АИИС КУЭ ПС 220 кВ учета электрической энергии ПС 220 кВ ""Люторичи"" - АИИС КУЭ ПС 220 кВ ""Люторичи"" ""Люторичи""",,"Пределы допускаемой относительной погрешности ИИК при измерении активной электрической энергии в нормальных условиях измерении активной электрической энергии в нормальных условиях эксплуатации АИИС КУЭ эксплуатации АИИС КУЭ δ20 %, ±1,7 ±2,2",2013-55754-13.pdf,
467,Профильпроекторы оптические NMS PP,"мм Диапазон измерений, -по оси X","Пределы допускаемой абсолютной погрешности, мм, (L- измеряемая длина, в мм) образца, ±L/4096",2013-55767-13.pdf,
468,Система автоматизированная информационно-измерительная коммерческого учета электроэнергии АИИС КУЭ ЕНЭС ПС 330 кВ «Новгородская» учета электроэнергии АИИС КУЭ ЕНЭС ПС 330 кВ «Новгородская»,,"Пределы допускаемой относительной погрешности ИИК при измерении активной электрической энергии в нормальных условиях эксплуатации АИИС КУЭ ±1,4 ±1,5",2013-55841-13.pdf,
469,Cистема автоматизированная комплексного учета топливно-энергетических – ресурсов Северной дирекции по эксплуатации зданий и сооружений – – «РЖД» структурного подразделения Северной железной дороги – филиала ОАО «РЖД»,,пределы допускаемо- го значения погрешности δ ± 5 %,2013-55853-13.pdf,
470,"Датчики линейных перемещений индуктивные серий RM, RL","Диапазон измере- ний, мм","Пределы приведен- допускаемой приведен- ной к диапазону изме- рений погрешности из- мерений, % ± 0,3",2013-55929-13.pdf,мм
471,Измерители сопротивления изоляции цифровые серии DT,"Диапазон измерений, измерений, МОм ","Пределы допускаемой абсолютной, основной абсолютной, погрешности измерения изоляции, сопротивления изоляции, МОм ± (0,03Rизм + 5к)",2013-56018-13.pdf,МОм
472,Установки массоизмерительные транспортабельные для нефтяных скважин «АСМА-Т» «АСМА-Т»,,"Относительная погрешность измерения массы жидкости, %, не более ± 2,0 Относительная погрешность определения дебита, %, не более:",2014-14055-09.pdf,
473,"Термометры стеклянные для испытаний нефтепродуктов ТН1М, ТН3, ТН6М,ТН7М ТН6М,ТН7М","ºС: Диапазоны измеряемых температур, ТН1М (в","Пределы допускаемой абсолютной погрешности: для термометров ТН3, ТН6М: ± 1 °С; - для термометров ТН3, ТН6М: ± 1 °С; - для термометров ТН1М, ТН7М (от 0",2014-38872-08.pdf,ТН1М
474,Акселерометры пьезоэлектрические серии 4300,"Диапазон измерения (пик), виброускорения (пик), м/с2","Пределы допускаемого отклонения коэффициента преобразования от ±2 номинального значения для Uni-Gain-DeltaShear, % типа Uni-Gain-DeltaShear, %",2014-39667-08.pdf,виброускорения
475,Комплексы программно-технические технологического мониторинга турбо- «СТК-ЭР-М» параметров турбо- и гидрогенераторов «СТК-ЭР-М»,,"Пределы допус- каемой основной приведенной погрешности, погрешности, % % от диапазона измерений ±0,4",2014-40387-14.pdf,
476,Дозиметры универсальные SUPERMAX,"Диапазон измерений силы тока, А: - значений, Диапазон измерений заряда, Кл: - значений,","Пределы допускаемой относительной погрешности измерения силы заряда, % ±(0,5 + 1 значащая цифра) тока и заряда, % цифра) ±1⋅10-15",2014-40758-09.pdf,А
477,"Система автоматизированная информационно-измерительная коммерческого «Саратовское электри- учета электрической энергии ЗАО «Саратовское предприятие городских электри- сетей» (АИИС СПГЭС) 1, 2 ческих сетей» (АИИС КУЭ СПГЭС) с Изменениями № 1, № 2",,"Границы относительной погрешности при доверительной вероятности 0,95, % при доверительной вероятности 0,95, % условиях эксплуатации в рабочих условиях ± 1,9 ± 2,6",2014-40963-14.pdf,
478,Сигнализаторы горючих газов и паров термохимические ЩИТ-2,"Диапазон измерений от нижнего концентрационного предела распростра- пламени, % нения пламени, % НКПР Диапазон сигнальных концентраций сигнализаторов в рабочих условиях, % НКПР","Пределы допускаемой основной абсолютной погрешности (на метано- смеси), % ± 5 воздушной смеси), % НКПР Пределы допускаемой основной абсолютной погрешности срабатывания устройств, сигнализатора, % ± 1 пороговых устройств, приведенной ко входу сигнализатора, % НКПР ""Порог 1"" (время срабатывания), с,",2014-42566-14-1.pdf,
479,"Комплексы автоматики и телемеханики многофункциональные программно- технические ""Сфера""",,"Пределы допуск. основной приве- основной приве- денной погреш- ности, % ±0,28",2014-44174-10.pdf,
480,Машины для испытания на сжатие ИП-0,"Диапазоны измерений нагрузки, кН","Пределы допускаемой относительной ± 1 погрешности машины при измерении ходе, % нагрузки при прямом ходе, % (разность",2014-46533-11.pdf,кН
481,Комплексы мониторинга линейных деформаций восьмиканальные КМ-Дельта-8-СМ КМ-Дельта-8-СМ,"мкм……………………….…………..от погрешности Диапазон измерений перемещения, мкм……………………….…………..от Пределы допускаемой абсолютной погрешности","Пределы допускаемой абсолютной погрешности измерений перемещения, мкм ……………..............................................…………………………….± ……………..............................................…………………………….± 5; мкм……...…………………………………………..….…………..1; перемещения, мкм Дискретность отсчета,",2014-51181-12.pdf,мкм
